id,name,species,types,height,weight,abilities,evolutions,facts,site_link,img_link
255,Torchic,Chick Pokémon,['Fire'],0.4 m (1′04″),2.5 kg (5.5 lbs),"['Blaze', 'Speed Boost']","['Torchic', 'Combusken', 'Blaziken']","TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",https://pokemondb.net/pokedex/torchic,https://img.pokemondb.net/artwork/torchic.jpg
256,Combusken,Young Fowl Pokémon,"['Fire', 'Fighting']",0.9 m (2′11″),19.5 kg (43.0 lbs),"['Blaze', 'Speed Boost']","['Torchic', 'Combusken', 'Blaziken']","COMBUSKEN toughens up its legs and thighs by running through fields and mountains. This POKéMON’s legs possess both speed and power, enabling it to dole out ten kicks in one second.",https://pokemondb.net/pokedex/combusken,https://img.pokemondb.net/artwork/combusken.jpg
257,Blaziken,Blaze Pokémon,"['Fire', 'Fighting']",1.9 m (6′03″),52.0 kg (114.6 lbs),"['Blaze', 'Speed Boost']","['Torchic', 'Combusken', 'Blaziken']","In battle, BLAZIKEN blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this POKéMON’s wrists burn.",https://pokemondb.net/pokedex/blaziken,https://img.pokemondb.net/artwork/blaziken.jpg
258,Mudkip,Mud Fish Pokémon,['Water'],0.4 m (1′04″),7.6 kg (16.8 lbs),"['Torrent', 'Damp']","['Mudkip', 'Marshtomp', 'Swampert']","The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",https://pokemondb.net/pokedex/mudkip,https://img.pokemondb.net/artwork/mudkip.jpg
259,Marshtomp,Mud Fish Pokémon,"['Water', 'Ground']",0.7 m (2′04″),28.0 kg (61.7 lbs),"['Torrent', 'Damp']","['Mudkip', 'Marshtomp', 'Swampert']","The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",https://pokemondb.net/pokedex/marshtomp,https://img.pokemondb.net/artwork/marshtomp.jpg
260,Swampert,Mud Fish Pokémon,"['Water', 'Ground']",1.5 m (4′11″),81.9 kg (180.6 lbs),"['Torrent', 'Damp']","['Mudkip', 'Marshtomp', 'Swampert']",SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,https://pokemondb.net/pokedex/swampert,https://img.pokemondb.net/artwork/swampert.jpg
261,Poochyena,Bite Pokémon,['Dark'],0.5 m (1′08″),13.6 kg (30.0 lbs),"['Run Away', 'Quick Feet', 'Rattled']","['Poochyena', 'Mightyena']","At first sight, POOCHYENA takes a bite at anything that moves. This POKéMON chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.",https://pokemondb.net/pokedex/poochyena,https://img.pokemondb.net/artwork/poochyena.jpg
262,Mightyena,Bite Pokémon,['Dark'],1.0 m (3′03″),37.0 kg (81.6 lbs),"['Intimidate', 'Quick Feet', 'Moxie']","['Poochyena', 'Mightyena']",MIGHTYENA gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This POKéMON will bite savagely with its sharply pointed fangs.,https://pokemondb.net/pokedex/mightyena,https://img.pokemondb.net/artwork/mightyena.jpg
263,Zigzagoon,TinyRaccoon Pokémon,['Normal'],0.4 m (1′04″),17.5 kg (38.6 lbs),"['Pickup', 'Gluttony', 'Quick Feet']","['Zigzagoon', 'Linoone', 'Obstagoon']",ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,https://pokemondb.net/pokedex/zigzagoon,https://img.pokemondb.net/artwork/zigzagoon.jpg
264,Linoone,Rushing Pokémon,['Normal'],0.5 m (1′08″),32.5 kg (71.7 lbs),"['Pickup', 'Gluttony', 'Quick Feet']","['Zigzagoon', 'Linoone', 'Obstagoon']","LINOONE always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This POKéMON is very challenged by gently curving roads.",https://pokemondb.net/pokedex/linoone,https://img.pokemondb.net/artwork/linoone.jpg
265,Wurmple,Worm Pokémon,['Bug'],0.3 m (1′00″),3.6 kg (7.9 lbs),"['Shield Dust', 'Run Away']","['Wurmple', 'Silcoon', 'Beautifly', 'Cascoon', 'Dustox']","Using the spikes on its rear end, WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",https://pokemondb.net/pokedex/wurmple,https://img.pokemondb.net/artwork/wurmple.jpg
266,Silcoon,Cocoon Pokémon,['Bug'],0.6 m (2′00″),10.0 kg (22.0 lbs),['Shed Skin'],"['Wurmple', 'Silcoon', 'Beautifly', 'Cascoon', 'Dustox']","SILCOON tethers itself to a tree branch using silk to keep from falling. There, this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",https://pokemondb.net/pokedex/silcoon,https://img.pokemondb.net/artwork/silcoon.jpg
267,Beautifly,Butterfly Pokémon,"['Bug', 'Flying']",1.0 m (3′03″),28.4 kg (62.6 lbs),"['Swarm', 'Rivalry']","['Wurmple', 'Silcoon', 'Beautifly', 'Cascoon', 'Dustox']","BEAUTIFLY’s favorite food is the sweet pollen of flowers. If you want to see this POKéMON, just leave a potted flower by an open window. BEAUTIFLY is sure to come looking for pollen.",https://pokemondb.net/pokedex/beautifly,https://img.pokemondb.net/artwork/beautifly.jpg
268,Cascoon,Cocoon Pokémon,['Bug'],0.7 m (2′04″),11.5 kg (25.4 lbs),['Shed Skin'],"['Wurmple', 'Silcoon', 'Beautifly', 'Cascoon', 'Dustox']","CASCOON makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This POKéMON prepares for its evolution inside the cocoon.",https://pokemondb.net/pokedex/cascoon,https://img.pokemondb.net/artwork/cascoon.jpg
269,Dustox,Poison Moth Pokémon,"['Bug', 'Poison']",1.2 m (3′11″),31.6 kg (69.7 lbs),"['Shield Dust', 'Compound Eyes']","['Wurmple', 'Silcoon', 'Beautifly', 'Cascoon', 'Dustox']","DUSTOX is instinctively drawn to light. Swarms of this POKéMON are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.",https://pokemondb.net/pokedex/dustox,https://img.pokemondb.net/artwork/dustox.jpg
270,Lotad,Water Weed Pokémon,"['Water', 'Grass']",0.5 m (1′08″),2.6 kg (5.7 lbs),"['Swift Swim', 'Rain Dish', 'Own Tempo']","['Lotad', 'Lombre', 'Ludicolo']","LOTAD live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this POKéMON travels on land in search of clean water.",https://pokemondb.net/pokedex/lotad,https://img.pokemondb.net/artwork/lotad.jpg
271,Lombre,Jolly Pokémon,"['Water', 'Grass']",1.2 m (3′11″),32.5 kg (71.7 lbs),"['Swift Swim', 'Rain Dish', 'Own Tempo']","['Lotad', 'Lombre', 'Ludicolo']","LOMBRE is nocturnal - it will get active after dusk. It is also a mischief-maker. When this POKéMON spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.",https://pokemondb.net/pokedex/lombre,https://img.pokemondb.net/artwork/lombre.jpg
272,Ludicolo,Carefree Pokémon,"['Water', 'Grass']",1.5 m (4′11″),55.0 kg (121.3 lbs),"['Swift Swim', 'Rain Dish', 'Own Tempo']","['Lotad', 'Lombre', 'Ludicolo']","LUDICOLO begins dancing as soon as it hears cheerful, festive music. This POKéMON is said to appear when it hears the singing of children on hiking outings.",https://pokemondb.net/pokedex/ludicolo,https://img.pokemondb.net/artwork/ludicolo.jpg
273,Seedot,Acorn Pokémon,['Grass'],0.5 m (1′08″),4.0 kg (8.8 lbs),"['Chlorophyll', 'Early Bird', 'Pickpocket']","['Seedot', 'Nuzleaf', 'Shiftry']","SEEDOT attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this POKéMON’s body becomes.",https://pokemondb.net/pokedex/seedot,https://img.pokemondb.net/artwork/seedot.jpg
274,Nuzleaf,Wily Pokémon,"['Grass', 'Dark']",1.0 m (3′03″),28.0 kg (61.7 lbs),"['Chlorophyll', 'Early Bird', 'Pickpocket']","['Seedot', 'Nuzleaf', 'Shiftry']",NUZLEAF live in densely overgrown forests. They occasionally venture out of the forest to startle people. This POKéMON dislikes having its long nose pinched.,https://pokemondb.net/pokedex/nuzleaf,https://img.pokemondb.net/artwork/nuzleaf.jpg
275,Shiftry,Wicked Pokémon,"['Grass', 'Dark']",1.3 m (4′03″),59.6 kg (131.4 lbs),"['Chlorophyll', 'Early Bird', 'Pickpocket']","['Seedot', 'Nuzleaf', 'Shiftry']",SHIFTRY is a mysterious POKéMON that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.,https://pokemondb.net/pokedex/shiftry,https://img.pokemondb.net/artwork/shiftry.jpg
276,Taillow,TinySwallow Pokémon,"['Normal', 'Flying']",0.3 m (1′00″),2.3 kg (5.1 lbs),"['Guts', 'Scrappy']","['Taillow', 'Swellow']","TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",https://pokemondb.net/pokedex/taillow,https://img.pokemondb.net/artwork/taillow.jpg
277,Swellow,Swallow Pokémon,"['Normal', 'Flying']",0.7 m (2′04″),19.8 kg (43.7 lbs),"['Guts', 'Scrappy']","['Taillow', 'Swellow']","SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",https://pokemondb.net/pokedex/swellow,https://img.pokemondb.net/artwork/swellow.jpg
278,Wingull,Seagull Pokémon,"['Water', 'Flying']",0.6 m (2′00″),9.5 kg (20.9 lbs),"['Keen Eye', 'Hydration', 'Rain Dish']","['Wingull', 'Pelipper']",WINGULL has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This POKéMON rides the winds and flies as if it were skating across the sky.,https://pokemondb.net/pokedex/wingull,https://img.pokemondb.net/artwork/wingull.jpg
279,Pelipper,Water Bird Pokémon,"['Water', 'Flying']",1.2 m (3′11″),28.0 kg (61.7 lbs),"['Keen Eye', 'Drizzle', 'Rain Dish']","['Wingull', 'Pelipper']",PELIPPER is a flying transporter that carries small POKéMON and eggs inside its massive bill. This POKéMON builds its nest on steep cliffs facing the sea.,https://pokemondb.net/pokedex/pelipper,https://img.pokemondb.net/artwork/pelipper.jpg
280,Ralts,Feeling Pokémon,"['Psychic', 'Fairy']",0.4 m (1′04″),6.6 kg (14.6 lbs),"['Synchronize', 'Trace', 'Telepathy']","['Ralts', 'Kirlia', 'Gardevoir', 'Gallade']","RALTS senses the emotions of people using the horns on its head. This POKéMON rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.",https://pokemondb.net/pokedex/ralts,https://img.pokemondb.net/artwork/ralts.jpg
281,Kirlia,Emotion Pokémon,"['Psychic', 'Fairy']",0.8 m (2′07″),20.2 kg (44.5 lbs),"['Synchronize', 'Trace', 'Telepathy']","['Ralts', 'Kirlia', 'Gardevoir', 'Gallade']",It is said that a KIRLIA that is exposed to the positive emotions of its TRAINER grows beautiful. This POKéMON controls psychokinetic powers with its highly developed brain.,https://pokemondb.net/pokedex/kirlia,https://img.pokemondb.net/artwork/kirlia.jpg
282,Gardevoir,Embrace Pokémon,"['Psychic', 'Fairy']",1.6 m (5′03″),48.4 kg (106.7 lbs),"['Synchronize', 'Trace', 'Telepathy']","['Ralts', 'Kirlia', 'Gardevoir', 'Gallade']","GARDEVOIR has the ability to read the future. If it senses impending danger to its TRAINER, this POKéMON is said to unleash its psychokinetic energy at full power.",https://pokemondb.net/pokedex/gardevoir,https://img.pokemondb.net/artwork/gardevoir.jpg
283,Surskit,Pond Skater Pokémon,"['Bug', 'Water']",0.5 m (1′08″),1.7 kg (3.7 lbs),"['Swift Swim', 'Rain Dish']","['Surskit', 'Masquerain']","From the tips of its feet, SURSKIT secretes an oil that enables it to walk on water as if it were skating. This POKéMON feeds on microscopic organisms in ponds and lakes.",https://pokemondb.net/pokedex/surskit,https://img.pokemondb.net/artwork/surskit.jpg
284,Masquerain,Eyeball Pokémon,"['Bug', 'Flying']",0.8 m (2′07″),3.6 kg (7.9 lbs),"['Intimidate', 'Unnerve']","['Surskit', 'Masquerain']",MASQUERAIN intimidates enemies with the eyelike patterns on its antennas. This POKéMON flaps its four wings to freely fly in any direction - even sideways and backwards - as if it were a helicopter.,https://pokemondb.net/pokedex/masquerain,https://img.pokemondb.net/artwork/masquerain.jpg
285,Shroomish,Mushroom Pokémon,['Grass'],0.4 m (1′04″),4.5 kg (9.9 lbs),"['Effect Spore', 'Poison Heal', 'Quick Feet']","['Shroomish', 'Breloom']","SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.",https://pokemondb.net/pokedex/shroomish,https://img.pokemondb.net/artwork/shroomish.jpg
286,Breloom,Mushroom Pokémon,"['Grass', 'Fighting']",1.2 m (3′11″),39.2 kg (86.4 lbs),"['Effect Spore', 'Poison Heal', 'Technician']","['Shroomish', 'Breloom']","BRELOOM closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This POKéMON’s fighting technique puts boxers to shame.",https://pokemondb.net/pokedex/breloom,https://img.pokemondb.net/artwork/breloom.jpg
287,Slakoth,Slacker Pokémon,['Normal'],0.8 m (2′07″),24.0 kg (52.9 lbs),['Truant'],"['Slakoth', 'Vigoroth', 'Slaking']","SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",https://pokemondb.net/pokedex/slakoth,https://img.pokemondb.net/artwork/slakoth.jpg
288,Vigoroth,Wild Monkey Pokémon,['Normal'],1.4 m (4′07″),46.5 kg (102.5 lbs),['Vital Spirit'],"['Slakoth', 'Vigoroth', 'Slaking']",VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,https://pokemondb.net/pokedex/vigoroth,https://img.pokemondb.net/artwork/vigoroth.jpg
289,Slaking,Lazy Pokémon,['Normal'],2.0 m (6′07″),130.5 kg (287.7 lbs),['Truant'],"['Slakoth', 'Vigoroth', 'Slaking']","SLAKING spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this POKéMON reluctantly moves to another spot.",https://pokemondb.net/pokedex/slaking,https://img.pokemondb.net/artwork/slaking.jpg
290,Nincada,Trainee Pokémon,"['Bug', 'Ground']",0.5 m (1′08″),5.5 kg (12.1 lbs),"['Compound Eyes', 'Run Away']","['Nincada', 'Ninjask', 'Shedinja']",NINCADA lives underground for many years in complete darkness. This POKéMON absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.,https://pokemondb.net/pokedex/nincada,https://img.pokemondb.net/artwork/nincada.jpg
291,Ninjask,Ninja Pokémon,"['Bug', 'Flying']",0.8 m (2′07″),12.0 kg (26.5 lbs),"['Speed Boost', 'Infiltrator']","['Nincada', 'Ninjask', 'Shedinja']","NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.",https://pokemondb.net/pokedex/ninjask,https://img.pokemondb.net/artwork/ninjask.jpg
292,Shedinja,Shed Pokémon,"['Bug', 'Ghost']",0.8 m (2′07″),1.2 kg (2.6 lbs),['Wonder Guard'],"['Nincada', 'Ninjask', 'Shedinja']","SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.",https://pokemondb.net/pokedex/shedinja,https://img.pokemondb.net/artwork/shedinja.jpg
293,Whismur,Whisper Pokémon,['Normal'],0.6 m (2′00″),16.3 kg (35.9 lbs),"['Soundproof', 'Rattled']","['Whismur', 'Loudred', 'Exploud']","Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.",https://pokemondb.net/pokedex/whismur,https://img.pokemondb.net/artwork/whismur.jpg
294,Loudred,Big Voice Pokémon,['Normal'],1.0 m (3′03″),40.5 kg (89.3 lbs),"['Soundproof', 'Scrappy']","['Whismur', 'Loudred', 'Exploud']",LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.,https://pokemondb.net/pokedex/loudred,https://img.pokemondb.net/artwork/loudred.jpg
295,Exploud,Loud Noise Pokémon,['Normal'],1.5 m (4′11″),84.0 kg (185.2 lbs),"['Soundproof', 'Scrappy']","['Whismur', 'Loudred', 'Exploud']","EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.",https://pokemondb.net/pokedex/exploud,https://img.pokemondb.net/artwork/exploud.jpg
296,Makuhita,Guts Pokémon,['Fighting'],1.0 m (3′03″),86.4 kg (190.5 lbs),"['Thick Fat', 'Guts', 'Sheer Force']","['Makuhita', 'Hariyama']","MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.",https://pokemondb.net/pokedex/makuhita,https://img.pokemondb.net/artwork/makuhita.jpg
297,Hariyama,Arm Thrust Pokémon,['Fighting'],2.3 m (7′07″),253.8 kg (559.5 lbs),"['Thick Fat', 'Guts', 'Sheer Force']","['Makuhita', 'Hariyama']","HARIYAMA practices its straight-arm slaps in any number of locations. One hit of this POKéMON’s powerful, openhanded, straight-arm punches could snap a telephone pole in two.",https://pokemondb.net/pokedex/hariyama,https://img.pokemondb.net/artwork/hariyama.jpg
298,Azurill,Polka Dot Pokémon,"['Normal', 'Fairy']",0.2 m (0′08″),2.0 kg (4.4 lbs),"['Thick Fat', 'Huge Power', 'Sap Sipper']","['Azurill', 'Marill', 'Azumarill']","AZURILL spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these POKéMON managed to hurl itself a record 33 feet.",https://pokemondb.net/pokedex/azurill,https://img.pokemondb.net/artwork/azurill.jpg
